tweet_id,favorites,retweets,user_followers,user_favourites,date_time
892420643555336193,35462,7485,8877502,145871,2017-08-01 16:23:56+00:00
892177421306343426,30699,5557,8877502,145871,2017-08-01 00:17:27+00:00
891815181378084864,23088,3680,8877502,145871,2017-07-31 00:18:03+00:00
891689557279858688,38745,7664,8877502,145871,2017-07-30 15:58:51+00:00
891327558926688256,37026,8267,8877502,145871,2017-07-29 16:00:24+00:00
891087950875897856,18661,2766,8877502,145871,2017-07-29 00:08:17+00:00
890971913173991426,10845,1797,8877502,145871,2017-07-28 16:27:12+00:00
890729181411237888,59760,16768,8877502,145871,2017-07-28 00:22:40+00:00
890609185150312448,25683,3822,8877502,145871,2017-07-27 16:25:51+00:00
890240255349198849,29313,6508,8877502,145871,2017-07-26 15:59:51+00:00
890006608113172480,28251,6515,8877502,145871,2017-07-26 00:31:25+00:00
889880896479866881,25697,4428,8877502,145871,2017-07-25 16:11:53+00:00
889665388333682689,44164,8887,8877502,145871,2017-07-25 01:55:32+00:00
889638837579907072,24840,3971,8877502,145871,2017-07-25 00:10:02+00:00
889531135344209921,13972,2007,8877502,145871,2017-07-24 17:02:04+00:00
889278841981685760,23190,4734,8877502,145871,2017-07-24 00:19:32+00:00
888917238123831296,26802,3984,8877502,145871,2017-07-23 00:22:39+00:00
888804989199671297,23519,3758,8877502,145871,2017-07-22 16:56:37+00:00
888554962724278272,18136,3074,8877502,145871,2017-07-22 00:23:06+00:00
888078434458587136,20033,3079,8877502,145871,2017-07-20 16:49:33+00:00
887705289381826560,27864,4795,8877502,145871,2017-07-19 16:06:48+00:00
887517139158093824,42684,10463,8877502,145871,2017-07-19 03:39:09+00:00
887473957103951883,63208,15978,8877502,145871,2017-07-19 00:47:34+00:00
887343217045368832,30994,9354,8877502,145871,2017-07-18 16:08:03+00:00
887101392804085760,28198,5298,8877502,145871,2017-07-18 00:07:08+00:00
886983233522544640,32032,6789,8877502,145871,2017-07-17 16:17:36+00:00
886736880519319552,10996,2833,8877502,145871,2017-07-16 23:58:41+00:00
886680336477933568,20707,3984,8877502,145871,2017-07-16 20:14:00+00:00
886366144734445568,19446,2810,8877502,145871,2017-07-15 23:25:31+00:00
886267009285017600,110,4,8877502,145871,2017-07-15 16:51:35+00:00
886258384151887873,25736,5625,8877502,145871,2017-07-15 16:17:19+00:00
886054160059072513,0,97,8877502,145871,2017-07-15 02:45:48+00:00
885984800019947520,29966,5969,8877502,145871,2017-07-14 22:10:11+00:00
885528943205470208,33075,5680,8877502,145871,2017-07-13 15:58:47+00:00
885518971528720385,18847,3312,8877502,145871,2017-07-13 15:19:09+00:00
885311592912609280,0,16433,8877502,145871,2017-07-13 01:35:06+00:00
885167619883638784,20127,3879,8877502,145871,2017-07-12 16:03:00+00:00
884925521741709313,70829,16025,8877502,145871,2017-07-12 00:01:00+00:00
884876753390489601,25583,4953,8877502,145871,2017-07-11 20:47:12+00:00
884562892145688576,22367,4180,8877502,145871,2017-07-11 00:00:02+00:00
884441805382717440,24944,5070,8877502,145871,2017-07-10 15:58:53+00:00
884247878851493888,66623,18037,8878182,145872,2017-07-10 03:08:17+00:00
884162670584377345,18780,2661,8877502,145871,2017-07-09 21:29:42+00:00
883838122936631299,20096,3034,8877502,145871,2017-07-09 00:00:04+00:00
